ads_id,prop_name,completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,Barbeque area,Club house,Gymnasium,Jogging Track,Lift,Minimart,Multipurpose hall,Parking,Playground,Sauna,Security,Squash Court,Swimming Pool,Tennis Court,Air-Cond,Cooking Allowed,Internet,Near KTM/LRT,Washing Machine
100185655,Bayu Tasik 2,1998,1500,Cheras,Condominium,3,1,2,960,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100251457,The Leafz,2017,1588,Sungai Besi,Service Residence,1,1,1,710,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100251446,Seasons Garden Residences @ Wangsa Maju,2017,1799,Wangsa Maju,Apartment,3,1,2,770,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
100251204,1 Petaling,2012,1200,Sungai Besi,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100251371,The Hipster @ Taman Desa,2022,1688,Taman Desa,Condominium,3,2,2,958,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100250923,Le Chateau,2017,1100,Seputeh,Condominium,2,1,2,756,Partially Furnished,Kuala Lumpur,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
100251101,Pesona Villa (Taman Melawati),2017,1300,Taman Melawati,Apartment,3,1,2,985,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
99870655,One Maxim,2020,1300,Sentul,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
100250577,The Hamstead,2017,1998,Cheras,Condominium,3,2,2,1003,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99223291,"IXORA ,WANGSA PERMAI,KEPONG",2017,1000,Kepong,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100250781,The Hermington,2021,2400,Kuchai Lama,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100250566,Villa Mutiara @ Mutiara Complex,2017,1100,Jalan Ipoh,Apartment,3,2,2,900,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100250530,The Hamstead,2017,1350,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100250635,The Hermington,2021,1750,Kuchai Lama,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100250291,Bayu Andaman,2017,1500,Sentul,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes
100012157,M Centura,2021,1200,Sentul,Service Residence,2,1,1,650,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
99479555,M Centura,2021,1200,Sentul,Service Residence,2,1,1,650,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100249803,Nova I,2014,1300,Segambut,Apartment,2,1,1,747,Fully Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
100249768,Rampai Court,2017,1000,Wangsa Maju,Apartment,2,1,1,600,Partially Furnished,Kuala Lumpur,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
100249751,KL Palace Court,2014,2200,Kuchai Lama,Condominium,3,1,2,1328,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100249974,1 Sentul,2011,1300,Sentul,Condominium,3,1,2,1081,Not Furnished,Kuala Lumpur,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
100249962,The Hipster @ Taman Desa,2022,1800,Taman Desa,Condominium,3,2,2,921,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
100249633,Sentul Village Mercury Service Apartment,2017,1500,Sentul,Service Residence,3,2,2,1023,Partially Furnished,Kuala Lumpur,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No
100249647,Apartment Dahlia (Setapak),2017,1300,Setapak,Apartment,3,1,2,862,Partially Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
100249641,Pangsapuri Jelatek,2017,1200,Keramat,Flat,2,1,1,550,Fully Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes
100249855,Arte Plus Jalan Ampang,2018,1800,Ampang,Service Residence,3,1,2,891,Fully Furnished,Kuala Lumpur,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100249269,PPR Pantai Ria,2017,1200,Pantai,Flat,3,1,2,650,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100249541,Mont Kiara Sophia,1997,2100,Mont Kiara,Condominium,2,1,2,1045,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
100249518,Vista Langkawi @ PV18,2017,1500,Setapak,Service Residence,3,1,2,926,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No
100249442,The Nest Residences,2017,2100,Old Klang Road,Condominium,3,1,2,902,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100249430,The Hamilton,2020,2600,Wangsa Maju,Condominium,4,2,2,1000,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100249427,Kenari Apartment (Taman Melati),2017,1680,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
99127249,Bistari Condominium,1997,1800,KL City,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
100249124,Sentrio Suites,2017,2500,Desa Pandan,Service Residence,3,2,2,950,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100248817,Midah Ria,2017,1350,Cheras,Condominium,3,1,2,967,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100173295,Mercu Summer Suites @ Kuala Lumpur,2015,1800,KL City,Service Residence,1,1,1,493,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100249095,Enesta,2021,1700,Kepong,Service Residence,3,2,2,953,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99915359,Nova I,2014,1300,Segambut,Apartment,2,1,1,747,Fully Furnished,Kuala Lumpur,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
99998902,Impiana Sky Residensi,2021,1699,Bukit Jalil,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
100249007,38 Bidara,2017,1800,KLCC,Condominium,2,1,2,708,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100248562,Emerald Hills,2025,1800,Cheras,Condominium,3,1,2,893,Partially Furnished,Kuala Lumpur,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No
100248262,Regalia Residence,2012,2100,Jalan Sultan Ismail,Service Residence,1,1,1,700,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes
100248169,M centura,2017,1700,Sentul,Condominium,4,2,2,1001,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
99851986,Pertiwi Indah,2017,2000,Cheras,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes
99862025,Casa Green (Bukit Jalil),2017,1699,Bukit Jalil,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
99945114,Casa Green (Bukit Jalil),2017,1999,Bukit Jalil,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
99951179,Platinum Lake PV 15,2017,2200,Setapak,Condominium,4,1,2,1313,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99951036,Berlian Residence @ Setapak,2017,1500,Setapak,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100248381,Berlian Residence @ Setapak,2017,1800,Setapak,Condominium,3,2,2,1025,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
100248096,Seksyen 4 Wangsa Maju Flat Block A,2017,900,Wangsa Maju,Flat,2,1,1,560,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100247730,Midah Ria,2017,1300,Cheras,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100247681,Tuan Residency,2017,1600,Jalan Kuching,Service Residence,3,1,2,878,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
99152294,Paraiso @ The Earth Bukit Jalil,2020,1900,Bukit Jalil,Condominium,3,1,2,1226,Partially Furnished,Kuala Lumpur,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100247759,OPUS Kuala Lumpur,2019,2800,KL City,Service Residence,2,1,1,690,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100247968,Sky Awani 3 Residence,2017,1600,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
100247942,8 Kinrara,2016,1800,Puchong,Service Residence,3,2,2,1096,Not Furnished,Kuala Lumpur,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100247941,Majestic Maxim,2021,2200,Cheras,Service Residence,3,1,2,819,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
100247910,Residensi KepongMas,2020,1400,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100247635,M Centura,2017,1100,Sentul,Condominium,2,1,1,646,Not Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No
100247903,Parc 3,2021,2500,Cheras,Service Residence,2,1,2,740,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100247847,The Birch,2023,1500,Jalan Ipoh,Service Residence,2,1,1,652,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
100247819,Pangsapuri Mawar (Sentul),2017,1499,Sentul,Condominium,3,1,2,1005,Partially Furnished,Kuala Lumpur,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
100247808,Ascenda Residences @ SkyArena Setapak,2017,2600,Setapak,Condominium,3,2,2,908,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100127144,Jalil Damai,2017,1500,Bukit Jalil,Condominium,3,1,2,1040,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
100247135,Kinrara Mas Condominium,2010,1300,Bukit Jalil,Condominium,3,1,2,1091,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100247381,Pantai Hillpark 5,2017,2000,Bangsar South,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
100247380,Residensi Suria Pantai,2020,1600,Pantai,Apartment,3,1,2,810,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
99505262,The Era,2021,2500,Segambut,Service Residence,2,1,2,885,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes
100247087,Bukit Pandan Kondominium 1,2017,1600,Cheras,Condominium,2,1,2,1100,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
100246713,Desa Dua Aman Puri,1990,800,Kepong,Apartment,3,1,2,837,Not Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No
100246687,KL Traders Square Residences,2019,1600,Gombak,Service Residence,4,1,2,950,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes
100167046,VIM 3 @ Desa Park North,2018,1100,Kepong,Service Residence,2,1,1,461,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100246819,Midah Ria,2017,1350,Cheras,Condominium,3,1,2,970,Partially Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
100246516,Menara Menjalara,2017,1000,Bandar Menjalara,Condominium,3,1,2,1076,Partially Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
100246514,Platinum Splendor Residensi Semarak,2020,1400,Keramat,Condominium,3,1,2,900,Not Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
100246793,CitiZen,2019,2600,Old Klang Road,Service Residence,4,1,2,1133,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
99718029,Queensville,2017,1600,Cheras,Condominium,1,1,1,526,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100246308,Pangsapuri Melur (Sentul),2006,1400,Sentul,Apartment,3,1,2,1100,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100246231,Setapak Green,2014,1800,Setapak,Condominium,4,2,3,1362,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99292590,THE FENNEL AT SENTUL EAST,2017,2300,Sentul,Condominium,3,2,3,1237,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes
100246289,Platinum Splendor Residensi Semarak,2020,1500,Keramat,Condominium,3,2,2,926,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
100246288,Platinum Splendor Residensi Semarak,2020,1400,Keramat,Condominium,3,1,2,882,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
100178919,Platinum OUG Residence,2021,1200,Kuchai Lama,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No
99959411,Platinum OUG Residence,2021,1300,Kuchai Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
100246385,Platinum Lake PV 15,2017,2300,Setapak,Condominium,4,1,2,1313,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100246354,Bukit Desa Condominium,2017,1800,Taman Desa,Condominium,3,1,2,1250,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100068429,Residensi Rampai,2016,1800,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes
99271843,Endah Ria,2000,1400,Sri Petaling,Condominium,3,1,2,946,Partially Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100245916,Angkasa Condominiums,2005,1650,Cheras,Condominium,3,1,2,920,Partially Furnished,Kuala Lumpur,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
100245882,Paraiso @ The Earth Bukit Jalil,2020,2200,Bukit Jalil,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No
100246053,Impiana Sky Residensi,2021,1800,Bukit Jalil,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes
100125730,Desa Green,1997,1700,Taman Desa,Service Residence,3,1,2,945,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
99625562,Desa Green,1997,1900,Taman Desa,Service Residence,3,1,2,935,Fully Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100246022,Platinum OUG Residence,2021,1300,Kuchai Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
100246002,Platinum OUG Residence,2021,1500,Kuchai Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100200876,Residensi Platinum Teratai,2017,2000,Setapak,Condominium,3,1,2,928,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
100245709,"Fera Residence @ The Quartz, Wangsa Maju",2017,1700,Wangsa Maju,Service Residence,2,1,2,688,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
100245414,Changkat View Condominium,2009,1900,Solaris Dutamas,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
100245375,Wangsa 9 Residency,2019,2800,Wangsa Maju,Condominium,2,2,2,1033,Fully Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
100245556,Residensi Jalilmas,2017,1200,Bukit Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes
100245525,Sentul Point Suite Apartment,2020,1900,Sentul,Service Residence,2,1,2,743,Fully Furnished,Kuala Lumpur,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes
99688861,Perdana Villa Deluxe,2017,1100,Cheras,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
100244818,Sentul Village Mercury Service Apartment,2017,1800,Sentul,Condominium,3,1,2,948,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100245041,Vista Angkasa,2017,2100,Bangsar South,Apartment,3,1,2,1200,Partially Furnished,Kuala Lumpur,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
100245008,Sky Awani 3 Residence,2017,1400,Setapak,Condominium,3,2,2,800,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
100244919,Taman LTAT,1998,850,Bukit Jalil,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
100225094,Sri Suajaya Condominiums,1996,1000,Sentul,Condominium,3,1,2,969,Partially Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
100138213,Idaman Sutera,2017,1100,Setapak,Condominium,3,1,2,845,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
99818543,Ativo Suites @ Damansara Avenue,2021,2300,Sri Damansara,Service Residence,1,1,1,499,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
100244709,Maxim Residences,2017,1400,Cheras,Service Residence,3,2,2,1050,Partially Furnished,Kuala Lumpur,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes
100244701,Laman Damai,2017,760,Kepong,Apartment,3,1,2,650,Not Furnished,Kuala Lumpur,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
98342098,Sentul Point Suite Apartment,2020,1550,Sentul,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
100244453,Residensi KepongMas,2020,1100,Kepong,Apartment,3,1,2,805,Not Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
100244687,Berlian Residence @ Setapak,2017,1500,Setapak,Condominium,3,1,2,900,Not Furnished,Kuala Lumpur,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
100244589,Danau Kota Suite Apartments,2018,1550,Setapak,Condominium,3,1,2,969,Partially Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
98810890,M Centura,2021,1700,Sentul,Service Residence,2,1,1,650,Fully Furnished,Kuala Lumpur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
100244487,Infiniti Residences @ Wangsa Maju,2017,2100,Wangsa Maju,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
99710663,Kepong Sentral Condominium,2007,1100,Kepong,Condominium,3,1,2,962,Not Furnished,Kuala Lumpur,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
